gender,age,gross_income,segment,num_credit_cards,active_inactive_start,active_inactive_end,num_products,num_loans,duration
M,45,104859.99,Individuals,1,I,1,2,0,1550
M,27,75695.79,College_Graduated,0,I,0,1,0,1509
M,38,669556.95,Individuals,0,I,1,1,0,3680
M,52,101084.46,Individuals,0,A,1,1,0,745
M,102,123515.52,Individuals,0,I,0,0,0,5008
F,85,52912.77,Individuals,0,I,0,1,0,1833
F,74,165615.42,Individuals,0,I,0,1,0,5092
F,31,434088.93,Individuals,0,A,1,2,0,984
F,36,142338.18,Individuals,0,A,1,3,0,5727
M,37,65937.39,Individuals,0,I,0,2,0,4192
F,67,96937.47,Individuals,0,A,1,2,0,2841
F,49,186821.13,Individuals,0,I,1,1,0,5662
F,64,272678.97,Individuals,0,I,0,0,0,3345
F,45,213694.47,Individuals,0,A,1,3,0,5466
M,22,102864.54,College_Graduated,0,I,0,1,0,1424
M,27,392908.68,College_Graduated,0,I,0,1,0,1039
M,62,64317.66,Individuals,0,A,1,2,1,3240
M,31,100505.88,Individuals,0,A,1,1,0,1333
M,21,152246.88,College_Graduated,0,A,1,1,0,783
F,38,101944.74,Individuals,0,I,0,0,0,1402
M,101,119266.71,Individuals,0,I,0,1,0,4483
F,22,101653.92,College_Graduated,0,I,0,1,0,1509
F,32,135050.55,Individuals,0,I,0,0,0,835
F,49,123064.59,Individuals,0,A,1,2,0,822
M,65,173966.97,Individuals,0,I,0,0,0,4486
F,41,83758.92,Individuals,0,A,1,2,0,4477
F,26,83254.56,College_Graduated,1,A,1,2,0,1767
M,73,170960.76,Individuals,0,I,0,2,0,5242
F,67,459528.03,Individuals,0,A,1,2,0,5276
F,32,54749.16,College_Graduated,0,I,0,1,0,1752
M,43,172378.8,Individuals,0,I,0,0,0,4386
F,30,84570.24,College_Graduated,0,I,0,0,0,1131
M,27,59864.55,College_Graduated,0,I,0,1,0,1875
M,56,96501.72,Individuals,0,I,0,1,0,3247
M,39,216879.03,Individuals,0,A,1,3,0,562
M,56,126759.3,Individuals,0,A,1,1,0,783
F,79,122611.95,Individuals,0,A,0,0,0,4785
M,26,24201.99,College_Graduated,0,I,0,1,0,1885
F,23,286668.06,College_Graduated,0,A,1,2,0,1077
M,27,74027.07,College_Graduated,0,I,0,1,0,1807
M,30,122141.85,College_Graduated,0,I,0,1,0,1049
F,57,224675.07,Individuals,0,I,0,2,0,5948
F,23,21630.03,College_Graduated,0,I,0,1,0,677
M,33,52770.66,College_Graduated,0,I,0,1,0,1061
M,65,213730.2,Individuals,0,A,1,5,0,4248
F,34,47072.7,Individuals,0,I,0,1,0,1766
M,22,82519.77,College_Graduated,0,I,1,1,0,1466
F,59,256551.24,Individuals,0,I,0,0,0,409
M,47,72619.98,Individuals,0,I,0,1,0,1448
M,40,121451.28,Individuals,0,A,1,2,0,1075
M,35,51718.59,Individuals,0,A,1,2,0,389
F,31,94618.77,Individuals,0,I,0,2,0,4267
M,20,124980.93,College_Graduated,0,A,0,1,0,424
M,52,70215.3,Individuals,0,A,1,4,0,2287
M,25,116749.8,College_Graduated,0,I,0,1,0,1866
F,47,204415.17,Individuals,0,I,0,1,0,6325
M,24,44977.5,College_Graduated,0,A,1,1,0,1789
F,28,99413.4,College_Graduated,0,I,0,1,0,1031
M,23,237889.35,College_Graduated,0,I,0,1,0,720
M,38,64465.11,Individuals,0,A,1,3,0,4469
M,44,68726.46,Individuals,0,I,0,2,0,4208
M,48,469513.8,Individuals,0,I,0,0,0,3587
M,23,79426.41,College_Graduated,0,I,0,1,0,1837
F,56,76808.49,Individuals,1,A,1,4,0,6858
F,59,195841.41,Individuals,0,A,0,1,0,2699
F,45,179633.13,Individuals,0,I,0,0,0,5904
M,38,44882.7,Individuals,0,A,1,2,0,705
M,20,98541.99,College_Graduated,0,I,0,1,0,374
F,20,124308.69,College_Graduated,0,A,1,1,0,732
F,61,82234.11,Individuals,0,I,0,1,0,5428
M,30,116980.59,Individuals,0,I,0,0,0,2761
F,56,121458.03,VIP,0,A,1,1,0,6473
F,58,110316.21,Individuals,0,I,0,0,0,3945
M,22,244687.47,College_Graduated,0,A,1,0,0,1038
M,24,83473.98,College_Graduated,0,A,1,2,0,1507
F,47,52694.34,Individuals,0,A,1,3,0,606
M,81,348141.96,Individuals,0,A,1,1,0,1494
F,70,148526.61,Individuals,0,A,1,2,0,4764
M,52,123326.64,Individuals,0,A,1,4,0,2274
M,43,141226.92,Individuals,0,A,1,2,0,2488
M,42,334551.99,Individuals,0,A,0,2,0,5073
F,32,39448.14,College_Graduated,0,I,0,1,0,1059
F,26,41722.92,College_Graduated,1,A,1,6,0,912
F,22,141081.75,College_Graduated,0,I,0,1,0,1073
F,52,91993.29,Individuals,0,I,0,0,0,7452
M,24,272500.71,College_Graduated,0,A,1,1,0,1874
M,22,87828.3,College_Graduated,0,I,0,1,0,1157
F,16,126093.42,Individuals,0,A,1,1,0,5241
F,51,115685.1,Individuals,0,I,0,0,0,5034
F,40,110304.36,Individuals,0,A,0,0,0,4864
M,26,39614.43,College_Graduated,0,I,0,1,0,1136
F,51,154428.39,Individuals,0,I,0,1,0,2973
M,34,48705.87,Individuals,0,A,1,1,0,689
F,38,116451.96,Individuals,0,I,0,0,0,1987
F,42,134628.27,Individuals,0,I,1,1,0,4259
M,21,51686.73,College_Graduated,0,I,0,1,0,415
F,60,92919.72,Individuals,0,I,0,0,0,5574
F,49,95388.9,Individuals,0,I,0,0,0,4150
F,27,94954.35,College_Graduated,0,I,0,1,0,1797
M,25,41912.43,College_Graduated,0,I,0,1,0,1889
M,35,29175.72,Individuals,0,I,0,1,0,3517
M,81,111485.94,Individuals,0,I,0,0,0,6192
F,47,82477.62,Individuals,0,I,1,1,0,5639
M,35,45470.85,Individuals,0,I,0,0,0,1046
F,25,110994.96,College_Graduated,0,I,0,1,0,1805
F,50,227320.59,Individuals,0,A,1,4,0,7559
F,39,68731.32,Individuals,0,I,0,1,0,719
M,30,48496.38,College_Graduated,0,I,0,1,0,1819
M,45,193344.42,Individuals,0,A,1,1,0,5200
M,55,122919.09,VIP,0,A,1,3,0,415
M,25,121076.61,College_Graduated,0,I,0,0,0,1055
M,39,123673.68,Individuals,0,A,1,2,0,5368
M,34,88197.03,Individuals,0,I,0,1,0,1754
F,42,142839,Individuals,0,A,1,2,0,5969
F,60,41300.85,Individuals,0,I,0,1,0,1733
M,41,124793.04,Individuals,0,A,1,1,0,3450
M,21,87957.21,College_Graduated,0,I,0,1,0,695
M,30,139942.44,College_Graduated,0,I,0,1,0,1423
M,41,394408.92,Individuals,0,I,0,0,0,4589
F,44,143425.92,Individuals,1,A,1,4,0,5065
M,23,165305.43,College_Graduated,0,I,0,1,0,1142
M,72,133124.55,Individuals,0,A,1,2,0,5011
F,44,100625.4,Individuals,0,I,0,1,0,4917
M,55,122616.09,Individuals,0,I,0,1,0,3844
M,73,771621.66,VIP,1,A,1,6,0,6534
F,66,155457.39,Individuals,0,I,0,1,0,4560
F,30,56963.73,Individuals,0,I,0,0,0,753
F,88,96808.35,Individuals,0,A,1,2,0,5731
F,47,53974.56,Individuals,0,I,0,1,0,6071
M,24,73539.78,College_Graduated,0,A,1,1,0,1871
M,34,119381.13,Individuals,0,I,0,0,0,1046
M,20,113231.22,College_Graduated,0,I,0,1,0,732
F,20,177562.95,College_Graduated,0,I,0,1,0,430
F,44,63221.97,Individuals,0,A,1,1,0,6075
M,88,252210.09,Individuals,0,A,1,2,0,5408
F,48,137683.68,Individuals,0,I,0,1,0,1964
M,83,233242.53,VIP,0,A,1,6,0,5459
M,65,219784.32,Individuals,0,I,0,0,0,3645
F,69,340415.34,Individuals,0,A,1,2,0,4653
M,30,131714.4,College_Graduated,0,I,0,1,0,1035
F,41,163275.84,Individuals,0,A,1,2,0,4510
F,46,35859.78,Individuals,0,A,1,5,0,4948
F,21,81632.4,College_Graduated,0,I,0,1,0,711
F,35,130430.79,Individuals,0,A,1,3,0,4947
F,30,43481.34,College_Graduated,0,I,1,1,0,1874
M,24,52901.28,College_Graduated,0,I,0,1,0,1066
F,25,38948.07,College_Graduated,0,A,1,1,0,1038
F,22,214705.62,College_Graduated,0,I,0,1,0,1101
F,50,69872.94,Individuals,0,A,1,1,0,6318
M,34,210889.41,Individuals,0,A,1,2,0,3779
M,68,156374.7,Individuals,0,A,1,3,0,3035
F,25,126999.15,College_Graduated,0,I,0,1,0,1829
M,41,64453.68,Individuals,0,A,1,2,0,3256
M,24,43138.08,College_Graduated,0,I,0,1,0,1049
F,23,35606.79,College_Graduated,0,I,0,1,0,1517
M,21,156264.24,College_Graduated,0,A,1,1,0,1062
M,63,69020.4,Individuals,0,I,0,1,0,1825
M,39,208735.41,Individuals,0,I,0,2,0,1349
F,40,103009.59,Individuals,0,A,1,1,0,416
F,57,176586.12,Individuals,0,A,1,7,0,7408
F,33,107742.69,College_Graduated,0,A,1,1,0,1000
F,33,138703.89,Individuals,0,A,1,3,0,1446
F,40,91820.85,Individuals,0,A,1,3,0,3123
F,38,99343.8,Individuals,0,I,0,1,0,3714
F,33,17828.43,College_Graduated,0,I,0,1,0,1398
M,23,101068.41,Individuals,0,A,1,2,0,1602
M,55,76818.24,Individuals,0,I,0,0,0,5501
M,44,132048.93,Individuals,0,I,0,2,0,4836
F,60,73433.22,Individuals,0,I,0,1,0,4238
F,39,85530.18,Individuals,0,A,1,2,0,4458
M,24,66629.97,College_Graduated,0,A,1,1,0,1877
F,68,154115.61,Individuals,0,A,0,0,0,5961
M,58,342363.18,Individuals,0,A,1,1,0,7575
F,39,94327.08,Individuals,0,A,1,2,0,1650
F,52,39418.35,Individuals,0,A,1,2,0,1669
F,26,66443.31,College_Graduated,0,I,0,1,0,716
F,20,104280.51,College_Graduated,0,A,1,1,0,418
M,48,61451.58,Individuals,0,A,0,0,0,5043
M,20,202198.5,Individuals,0,A,1,2,0,2773
M,26,169044.12,College_Graduated,1,A,1,3,0,1558
F,73,164192.58,Individuals,1,A,1,6,0,4413
M,48,66197.16,Individuals,0,I,0,0,0,3743
F,30,132296.94,Individuals,0,I,0,0,0,2368
F,52,167869.89,Individuals,1,A,1,3,0,5478
M,48,58406.94,Individuals,0,I,0,2,0,4944
F,71,97387.05,Individuals,0,I,0,1,0,6857
F,54,164275.65,Individuals,0,I,0,1,0,4029
F,21,320278.83,College_Graduated,0,I,1,1,0,783
M,23,92333.34,College_Graduated,0,I,0,1,0,1059
F,23,49121.7,College_Graduated,0,I,0,1,0,1416
M,55,149642.34,Individuals,0,I,0,0,0,3308
F,56,47935.02,Individuals,0,I,0,1,0,1445
F,62,75961.17,Individuals,0,A,1,2,0,3719
F,41,47948.19,Individuals,0,I,0,1,0,2502
M,21,804074.97,College_Graduated,0,I,0,1,0,692
M,22,98408.37,College_Graduated,0,A,1,1,0,1157
M,27,85937.91,College_Graduated,0,I,0,0,0,1871
F,44,68684.52,Individuals,0,A,1,1,0,5186
M,27,42415.02,Individuals,0,A,0,1,0,731
M,44,103128.87,Individuals,0,I,0,0,0,6345
M,43,394702.26,Individuals,0,A,1,4,0,7188
M,22,66979.83,College_Graduated,0,I,0,1,0,1179
F,46,316120.23,VIP,0,A,1,5,0,5347
F,44,69871.53,Individuals,0,I,0,0,0,3293
M,8,162215.07,Individuals,0,A,1,1,0,2617
M,33,104606.07,College_Graduated,0,I,0,1,0,1090
M,45,101163.36,Individuals,0,A,1,1,0,5822
M,22,81511.53,College_Graduated,0,A,1,1,0,727
M,22,109481.31,College_Graduated,0,A,1,2,0,1514
F,39,139393.44,Individuals,0,I,0,1,0,902
M,27,121877.73,College_Graduated,0,I,0,1,0,1734
F,21,92120.07,College_Graduated,0,I,0,1,0,716
F,35,102732.06,Individuals,0,A,1,1,0,426
F,24,63379.23,Individuals,0,I,1,1,0,1091
M,50,82009.62,Individuals,0,I,0,1,0,4638
M,58,123357.72,Individuals,0,I,0,1,0,3985
M,24,94006.62,College_Graduated,0,I,0,1,0,1371
F,52,96891.72,Individuals,0,I,0,1,0,1080
F,44,93336.3,Individuals,0,A,1,9,1,4643
F,36,79469.52,Individuals,0,I,0,0,0,1815
M,49,154799.34,Individuals,0,I,0,1,0,3816
F,22,215689.98,College_Graduated,0,I,0,1,0,727
F,55,128789.76,VIP,0,A,1,5,0,3364
F,43,37727.22,Individuals,0,A,1,2,0,370
F,27,49501.68,Individuals,0,I,1,2,0,403
F,43,67912.8,VIP,0,A,1,2,0,3677
M,38,130672.47,Individuals,0,A,1,1,0,705
M,29,31235.73,College_Graduated,0,I,0,1,0,1413
M,46,264707.88,Individuals,0,I,0,1,0,4871
F,51,352599.99,Individuals,0,A,1,1,0,3663
F,68,210893.25,Individuals,0,I,0,1,0,5592
F,55,120876.78,VIP,0,A,1,2,0,4715
F,35,128370.81,Individuals,0,A,0,1,1,3763
M,11,95084.04,Individuals,0,I,0,0,0,3582
F,33,128971.59,Individuals,0,A,1,5,0,2249
F,24,61789.32,College_Graduated,0,I,0,1,0,1811
F,59,72162.51,Individuals,0,I,0,0,0,2538
M,89,107338.92,Individuals,0,I,0,1,0,5259
M,57,73686.9,Individuals,0,I,0,0,0,5709
F,70,324064.59,Individuals,0,I,0,1,0,5693
M,80,64369.8,Individuals,0,I,0,0,0,4238
F,40,70183.08,Individuals,0,I,0,1,0,3316
F,38,111594.33,Individuals,0,I,0,1,0,3513
F,42,191135.67,Individuals,0,A,1,2,0,4294
M,33,85370.19,College_Graduated,0,I,0,1,0,1815
F,77,66450.03,Individuals,0,I,0,2,0,4265
M,83,72967.98,Individuals,0,A,0,0,0,422
M,38,51822.96,Individuals,0,I,0,1,0,3629
M,23,108281.07,College_Graduated,0,A,1,1,0,1451
F,47,77442.72,Individuals,0,I,0,0,0,2154
M,43,112949.61,Individuals,0,I,0,1,0,1431
F,29,91888.41,College_Graduated,0,I,0,1,0,1070
M,40,86329.35,Individuals,0,I,1,1,0,2942
F,22,89953.62,Individuals,0,A,1,2,0,1454
F,68,287287.17,Individuals,0,I,0,0,0,4128
M,56,74986.02,Individuals,0,I,0,0,0,716
M,31,79173.18,Individuals,0,I,0,0,0,704
M,67,178061.1,Individuals,0,I,1,2,0,5413
F,41,100653.66,Individuals,0,A,1,1,0,474
F,50,315161.43,Individuals,0,A,1,2,0,6907
F,55,46527.18,Individuals,0,I,0,0,0,1761
F,72,362561.67,Individuals,0,I,0,1,0,5323
F,65,26598.72,Individuals,0,A,1,2,0,739
M,54,68051.97,Individuals,0,I,0,1,0,3270
M,38,75630.69,Individuals,0,A,1,2,0,2224
M,40,83176.71,Individuals,0,A,1,4,0,1600
F,44,61543.68,Individuals,0,I,0,1,0,4484
F,25,82702.29,Individuals,0,A,1,1,0,755
M,21,48853.53,College_Graduated,0,I,0,1,0,713
F,32,155915.94,Individuals,0,I,0,0,0,1593
M,22,70319.31,College_Graduated,0,I,0,1,0,403
M,25,37406.37,College_Graduated,0,I,0,1,0,1460
M,16,265907.07,Individuals,0,A,1,1,0,3345
M,23,606400.02,College_Graduated,0,I,0,0,0,1047
F,47,61850.7,VIP,0,A,1,3,0,4588
F,21,88372.17,College_Graduated,0,I,0,0,0,731
F,26,104421.42,Individuals,1,A,1,5,0,3756
M,46,319397.61,Individuals,0,I,0,0,0,2890
F,23,193326.39,College_Graduated,0,I,0,0,0,1518
F,26,57744.03,College_Graduated,0,A,1,1,0,1811
M,21,46924.05,College_Graduated,0,I,0,1,0,1034
F,21,48595.8,College_Graduated,0,A,0,0,0,426
F,23,51579.12,College_Graduated,0,I,0,1,0,1080
M,82,69094.86,Individuals,0,A,1,2,0,1801
F,35,39125.4,Individuals,0,A,1,1,0,755
F,40,133480.38,Individuals,0,A,1,3,0,3301
M,55,109845.72,Individuals,0,I,0,0,0,3783
M,25,94940.55,College_Graduated,0,A,1,1,0,1149
F,25,225100.26,College_Graduated,0,I,0,1,0,668
F,85,84776.25,Individuals,0,I,0,0,0,5407
M,42,162487.11,Individuals,0,A,1,4,0,4071
M,46,38013.12,Individuals,0,A,1,1,0,730
M,27,53185.65,College_Graduated,0,I,0,1,0,1749
F,37,73535.61,Individuals,0,A,1,2,0,1059
M,33,56754.99,Individuals,0,I,0,0,0,1651
M,38,333366.72,Individuals,0,A,1,3,0,3058
F,22,89146.8,College_Graduated,0,I,0,1,0,733
M,38,106303.08,Individuals,0,I,0,1,0,5527
F,33,52851.51,Individuals,0,I,0,1,0,2806
M,42,116349.57,Individuals,0,A,1,4,0,439
F,72,79280.37,Individuals,0,I,0,1,0,1304
M,52,164831.76,VIP,0,A,1,7,0,6721
F,46,291102.51,Individuals,1,A,1,5,0,4442
M,36,61152.6,Individuals,0,I,0,0,0,2767
M,31,61423.23,Individuals,0,A,1,2,0,1095
M,25,88272.45,College_Graduated,0,I,0,1,0,776
M,21,72489.87,College_Graduated,0,I,0,1,0,779
M,23,126092.43,College_Graduated,0,I,0,1,0,1811
F,27,58211.34,Individuals,0,I,0,0,0,914
F,25,114231.21,College_Graduated,0,I,0,1,0,1879
M,21,91022.79,College_Graduated,0,I,0,1,0,691
M,23,387138.33,College_Graduated,0,I,0,1,0,1396
F,60,91532.49,Individuals,1,A,1,3,0,6844
F,40,109566.75,Individuals,0,A,1,2,0,536
M,55,108451.8,Individuals,1,A,1,7,0,6702
M,25,85975.56,College_Graduated,0,I,0,1,0,1080
M,21,53836.26,College_Graduated,0,I,0,1,0,716
F,42,61814.73,Individuals,0,A,1,2,0,6004
M,48,180402.69,Individuals,0,A,1,6,0,6513
F,23,43461.48,College_Graduated,0,A,1,1,0,1465
F,50,527434.83,Individuals,0,A,1,2,0,6925
M,42,29790.3,Individuals,0,A,1,2,0,590
M,73,60811.2,Individuals,0,I,0,1,0,4177
F,67,29538.9,Individuals,0,A,0,0,0,2382
M,21,50556.54,College_Graduated,0,A,1,1,0,787
F,24,89579.91,College_Graduated,0,I,0,1,0,1059
F,72,138227.94,Individuals,0,A,1,1,0,5653
M,48,290449.38,Individuals,0,A,1,2,0,6646
M,22,99426.27,College_Graduated,0,I,0,0,0,1104
F,43,67763.88,Individuals,0,I,0,1,0,2326
M,22,74405.67,College_Graduated,0,A,1,5,0,1285
F,31,83367.3,College_Graduated,0,A,1,2,0,865
F,51,143936.1,Individuals,0,A,1,1,0,5981
M,47,140141.31,Individuals,0,A,1,2,0,5310
F,39,134500.65,Individuals,0,I,0,0,0,3641
M,29,88270.05,Individuals,0,A,1,2,0,1048
F,52,41776.5,Individuals,0,I,0,1,0,5773
F,36,81803.91,Individuals,1,A,1,6,0,1053
F,82,78751.65,Individuals,0,I,1,2,0,4241
F,45,63160.44,VIP,1,A,1,9,0,4850
F,89,139827.03,VIP,0,A,1,2,0,2903
F,41,69730.38,Individuals,0,I,0,0,0,2911
M,50,66184.86,Individuals,0,A,1,5,0,5261
F,44,153027.06,Individuals,0,A,1,2,0,4920
F,21,176737.5,College_Graduated,0,I,0,1,0,716
M,43,48003.39,Individuals,0,A,1,1,0,3900
M,13,121073.49,Individuals,0,A,1,1,0,4332
F,67,115713.87,Individuals,0,I,0,0,0,5697
M,37,183305.16,Individuals,1,A,1,7,0,3007
F,23,222719.76,College_Graduated,0,I,0,1,0,1042
M,42,169144.77,Individuals,1,A,1,2,0,4261
F,24,111972.99,College_Graduated,0,A,1,1,0,744
F,28,98113.14,College_Graduated,0,I,0,1,0,1451
F,68,55043.49,Individuals,0,I,0,0,0,2351
M,35,209543.13,Individuals,0,I,0,1,0,1404
M,22,108244.05,College_Graduated,0,I,0,0,0,1011
M,48,125935.11,VIP,1,A,1,9,0,6025
F,70,249452.79,Individuals,0,A,1,1,0,7755
M,48,114202.56,Individuals,0,A,1,2,0,5044
F,38,117618.36,Individuals,0,A,1,1,0,4129
M,30,31765.5,College_Graduated,0,I,0,1,0,1762
M,54,243000.36,Individuals,0,A,1,2,0,5452
F,55,77672.25,Individuals,0,A,1,2,0,5330
M,56,78025.2,Individuals,0,I,0,0,0,2239
M,52,488798.49,Individuals,0,A,1,2,0,6611
F,21,90318.78,College_Graduated,0,A,1,1,0,776
F,42,106962.81,Individuals,0,I,0,0,0,1075
M,21,121866.33,College_Graduated,0,I,1,1,0,774
F,23,151474.35,College_Graduated,0,I,0,0,0,705
M,41,190029.45,Individuals,0,I,0,1,0,5051
M,67,77052.69,Individuals,0,I,1,1,0,5239
F,50,123309.63,Individuals,0,I,1,1,0,2946
M,25,96789.84,College_Graduated,0,I,0,1,0,1138
F,72,68577.33,Individuals,0,I,1,1,0,3681
M,81,295386.39,Individuals,0,I,0,1,0,4030
F,88,90394.65,Individuals,0,I,1,1,0,5370
M,56,130993.08,Individuals,0,A,1,6,0,5359
F,40,165190.02,Individuals,1,A,1,2,0,2543
F,25,97595.43,College_Graduated,0,I,0,1,0,1135
M,29,149982.54,College_Graduated,0,I,0,1,0,1413
F,52,67008.42,Individuals,0,A,1,2,0,4589
F,56,166759.98,Individuals,0,I,0,2,0,4997
M,28,116281.68,College_Graduated,0,A,1,0,0,1455
M,30,60601.98,College_Graduated,0,A,1,2,0,445
F,24,46673.97,College_Graduated,0,I,1,2,0,1063
F,49,33891.15,Individuals,0,I,0,0,0,3655
M,94,366811.38,VIP,0,A,1,3,0,2427
F,25,42310.71,College_Graduated,0,A,1,2,0,5003
F,51,134694.66,Individuals,0,A,1,3,0,3957
M,24,58551.81,College_Graduated,0,I,0,1,0,1510
M,42,92950.41,Individuals,0,A,1,1,0,1795
F,21,56700.24,College_Graduated,0,A,0,1,0,727
M,23,69680.67,College_Graduated,0,A,1,1,0,1511
M,44,49848.24,VIP,0,A,1,1,0,753
F,53,44854.65,Individuals,0,A,1,1,0,926
F,71,223804.77,Individuals,0,I,0,1,0,5354
F,23,184689.09,College_Graduated,0,I,0,1,0,1516
M,54,91873.23,Individuals,0,I,0,0,0,3488
F,48,128093.34,Individuals,0,I,0,1,0,4952
M,39,48087.42,Individuals,0,A,1,2,0,5022
F,24,47414.07,College_Graduated,0,I,0,0,0,1678
M,40,86137.32,Individuals,0,A,1,1,0,824
M,23,32253.33,College_Graduated,0,I,0,1,0,1094
F,34,133527.39,Individuals,0,I,0,0,0,1859
F,50,36740.76,Individuals,0,I,0,0,0,5337
F,39,90709.02,Individuals,1,A,1,5,0,3861
M,53,163768.5,Individuals,0,A,1,2,0,4477
F,24,165621.48,College_Graduated,0,I,0,1,0,1812
M,73,385485.21,Individuals,0,I,0,2,0,4212
F,21,96556.5,College_Graduated,0,A,1,1,0,1154
M,39,35397.36,Individuals,0,I,0,0,0,1853
F,40,97694.19,Individuals,0,I,0,1,0,4050
F,53,207038.94,Individuals,0,A,1,1,0,2889
M,27,53256.45,College_Graduated,0,I,0,1,0,1061
M,27,155697.21,College_Graduated,0,I,0,1,0,1511
F,56,60083.01,Individuals,0,I,0,1,0,3976
F,50,180612.42,Individuals,0,A,1,2,0,5024
F,54,287483.43,Individuals,0,I,0,0,0,5627
F,37,183301.08,Individuals,0,I,0,2,0,3786
F,22,79014.99,College_Graduated,0,A,1,2,0,1083
F,26,66458.88,College_Graduated,0,I,0,0,0,1825
M,23,204246.72,College_Graduated,0,A,1,1,0,1529
F,36,52827.06,Individuals,0,I,0,0,0,1448
F,68,368364.93,Individuals,0,A,0,0,0,5750
F,17,114317.64,Individuals,0,I,0,0,0,4807
F,47,95546.22,Individuals,0,A,1,1,0,1077
M,79,83587.47,Individuals,0,A,0,0,0,5725
M,67,71970.57,Individuals,0,A,1,2,0,5407
F,59,148601.85,Individuals,0,A,1,3,0,5815
M,34,63036.3,Individuals,0,I,1,1,0,1343
F,87,51457.89,Individuals,0,I,0,0,0,3949
M,38,166113.72,Individuals,0,I,0,1,0,1459
F,81,189077.46,Individuals,0,I,0,1,0,5408
F,63,79645.35,Individuals,0,A,1,1,0,4161
F,42,43363.17,Individuals,0,A,1,4,1,5340
F,71,375054.6,Individuals,0,A,1,4,0,7312
M,21,112644.09,College_Graduated,0,I,0,1,0,790
F,47,128966.52,Individuals,0,A,1,2,0,5564
F,46,29476.98,Individuals,0,I,1,1,0,4565
F,26,90414.99,College_Graduated,0,I,0,1,0,1809
M,30,56892.45,College_Graduated,0,I,0,1,0,716
F,71,324716.28,Individuals,0,A,1,3,0,4458
M,52,120461.85,Individuals,0,I,0,1,0,4056
M,57,196822.2,Individuals,0,I,0,0,0,6057
M,22,141033.48,College_Graduated,0,I,0,0,0,1045
F,37,109951.47,Individuals,0,A,1,1,0,1810
F,56,240130.56,Individuals,0,A,1,2,0,4542
F,37,59396.19,Individuals,0,I,0,0,0,394
M,21,75731.61,College_Graduated,0,I,0,1,0,776
M,21,94286.61,College_Graduated,0,I,0,1,0,783
F,40,105159.21,Individuals,0,A,1,2,0,1453
M,23,64678.41,College_Graduated,0,I,0,1,0,1503
F,20,98272.2,Individuals,0,A,1,1,0,381
M,40,124278.27,Individuals,0,I,0,1,0,2949
F,62,91190.22,Individuals,0,I,0,0,0,5290
F,33,218259.84,Individuals,0,A,1,2,0,1307
F,35,51309.63,Individuals,0,A,1,1,0,5661
F,30,41786.49,College_Graduated,1,A,1,4,0,2490
F,55,68916.51,Individuals,0,I,0,0,0,4092
F,47,185385.69,Individuals,0,I,0,0,0,5289
M,30,90736.26,College_Graduated,0,A,1,2,0,1454
F,50,95738.19,Individuals,1,A,1,6,0,7360
M,45,145617.42,VIP,0,A,1,2,0,2013
F,41,171796.65,VIP,0,A,1,4,0,3278
F,46,167218.29,Individuals,0,I,0,0,0,4576
M,20,42214.02,College_Graduated,0,A,0,1,0,421
M,21,114908.55,College_Graduated,0,I,0,1,0,783
M,57,272019.24,Individuals,0,A,1,3,0,6267
F,21,143630.58,College_Graduated,0,A,0,1,0,783
F,64,36335.97,Individuals,0,I,0,0,0,969
M,51,198689.67,Individuals,0,I,0,0,0,6705
M,26,85500.78,College_Graduated,0,I,0,1,0,1790
M,48,55747.2,Individuals,0,I,0,1,0,3948
F,34,96406.11,Individuals,0,A,1,3,0,2524
M,24,143795.46,College_Graduated,0,I,0,1,0,713
M,47,217574.07,Individuals,0,I,0,0,0,1497
M,11,138461.58,Individuals,0,A,1,1,0,1053
F,47,87895.17,Individuals,0,I,0,1,0,5660
F,41,86752.11,Individuals,0,A,1,1,0,788
F,43,53096.55,Individuals,0,I,0,0,0,2859
F,43,122162.43,Individuals,0,A,1,7,0,5729
M,35,41062.56,Individuals,0,A,1,1,0,612
F,79,103443.36,Individuals,0,A,1,1,0,5270
F,35,63658.83,Individuals,0,A,1,1,0,1033
M,87,297600.84,Individuals,0,I,0,0,0,3982
F,71,109968.84,Individuals,0,I,1,1,0,5305
M,24,101508.21,College_Graduated,0,A,0,1,0,1469
M,43,104367.45,Individuals,0,I,0,0,0,5805
F,55,162961.38,Individuals,0,A,1,2,0,4086
F,34,236223.3,Individuals,0,A,1,2,0,2354
F,30,96315.99,College_Graduated,0,I,0,1,0,1151
F,25,60628.32,College_Graduated,0,A,1,1,0,727
M,60,129283.98,Individuals,0,I,0,1,0,3372
M,25,69185.4,College_Graduated,0,I,0,1,0,732
M,22,31413.9,College_Graduated,0,I,0,1,0,1053
M,26,85462.86,College_Graduated,0,I,0,1,0,1762
M,22,91594.62,College_Graduated,0,I,0,0,0,989
M,49,111232.02,Individuals,0,A,0,1,0,5420
M,43,165947.64,Individuals,0,A,0,0,0,6061
F,25,345199.32,College_Graduated,0,I,0,1,0,1874
M,45,102968.31,Individuals,0,I,0,0,0,1768
M,71,167413.86,Individuals,0,A,1,5,0,7422
F,34,55494.66,Individuals,0,I,0,1,0,668
F,40,120829.32,Individuals,0,A,1,1,0,676
M,86,70887.99,Individuals,0,A,1,1,0,6035
F,45,311656.29,Individuals,0,I,0,0,0,6820
F,55,96622.8,Individuals,0,I,0,0,0,4484
F,23,135287.82,College_Graduated,0,I,0,1,0,1473
F,70,149884.65,Individuals,0,A,0,0,0,5347
